timestamp,open,high,low,close,volume
2021-07-30 19:00:00,113.5198,113.5198,113.5198,113.5198,551
2021-07-30 17:15:00,113.6889,113.6889,113.6889,113.6889,209
2021-07-30 16:30:00,113.5359,113.5359,113.5359,113.5359,453
2021-07-30 16:15:00,113.5037,113.5359,113.5037,113.5359,525
2021-07-30 16:00:00,113.4232,113.5118,113.4232,113.5037,1142520
2021-07-30 15:45:00,113.5118,113.5499,113.3668,113.5037,423669
2021-07-30 15:30:00,113.5359,113.7453,113.4473,113.5118,200392
2021-07-30 15:15:00,113.6486,113.6486,113.4554,113.5440,65018
2021-07-30 15:00:00,113.6003,113.6647,113.5520,113.6486,86301
2021-07-30 14:45:00,113.5198,113.6406,113.5118,113.5923,52406
2021-07-30 14:30:00,113.5279,113.5842,113.4661,113.5198,46714
2021-07-30 14:15:00,113.6808,113.7131,113.5198,113.5359,47574
2021-07-30 14:00:00,113.7131,113.7372,113.6486,113.6808,43297
2021-07-30 13:45:00,113.8338,113.8338,113.7050,113.7131,29428
2021-07-30 13:30:00,113.7050,113.8419,113.6969,113.8259,31805
2021-07-30 13:15:00,113.7251,113.7533,113.6569,113.7050,32726
2021-07-30 13:00:00,113.7050,113.7371,113.6325,113.7050,31347
2021-07-30 12:45:00,113.7433,113.7936,113.6728,113.7010,34630
2021-07-30 12:30:00,113.7211,113.7613,113.6486,113.7613,22775
2021-07-30 12:15:00,113.7292,113.7694,113.6647,113.7131,30938
2021-07-30 12:00:00,113.6808,113.7654,113.6164,113.7372,42383
2021-07-30 11:45:00,113.6567,113.7292,113.6245,113.7114,34476
2021-07-30 11:30:00,113.8640,113.9063,113.6366,113.6607,41202
2021-07-30 11:15:00,113.8258,113.9021,113.7775,113.8902,35486
2021-07-30 11:00:00,113.7453,113.8346,113.5842,113.8258,56316
2021-07-30 10:45:00,113.8338,113.9596,113.6808,113.7372,46369
2021-07-30 10:30:00,113.6003,113.9546,113.5601,113.8338,75223
2021-07-30 10:15:00,113.9788,114.0029,113.5765,113.6164,70516
2021-07-30 10:00:00,113.7453,114.1157,113.7372,113.9793,49102
2021-07-30 09:45:00,113.9627,114.0512,113.7372,113.7694,44487
2021-07-30 09:30:00,113.9144,114.2203,113.7453,114.0084,120627
2021-07-30 09:15:00,113.8902,113.9466,113.8822,113.8902,544
2021-07-30 08:30:00,114.0996,114.0996,114.0996,114.0996,104
2021-07-30 08:15:00,114.0996,114.0996,114.0996,114.0996,109
2021-07-30 08:00:00,113.9385,113.9385,113.9385,113.9385,104
2021-07-30 07:00:00,114.0996,114.2767,114.0996,114.2767,209
2021-07-30 06:45:00,114.3411,114.3411,114.3411,114.3411,104
2021-07-30 06:00:00,114.1559,114.1559,114.1559,114.1559,120
2021-07-29 19:45:00,114.1479,114.1479,114.1398,114.1398,418
2021-07-29 19:30:00,114.1398,114.2203,114.1398,114.2203,523
2021-07-29 19:00:00,114.2526,114.2526,114.2526,114.2526,523
2021-07-29 18:15:00,114.2526,114.2526,114.2526,114.2526,124
2021-07-29 18:00:00,114.2526,114.2526,114.2526,114.2526,254
2021-07-29 17:45:00,114.2526,114.2526,114.2526,114.2526,367
2021-07-29 17:15:00,114.2526,114.2526,114.2526,114.2526,627
2021-07-29 17:00:00,114.0996,114.1076,114.0593,114.0593,313
2021-07-29 16:45:00,113.9627,113.9627,113.9466,113.9466,674
2021-07-29 16:30:00,113.9466,114.3250,113.9466,114.3250,615
2021-07-29 16:15:00,114.2848,114.2848,114.2848,114.2848,7234
2021-07-29 16:00:00,114.2687,114.2848,114.2687,114.2848,336433
2021-07-29 15:45:00,114.1076,114.3009,114.0190,114.2848,250988
2021-07-29 15:30:00,114.2508,114.2848,114.0351,114.1059,129929
2021-07-29 15:15:00,114.3089,114.3411,114.2002,114.2526,61106
2021-07-29 15:00:00,114.3894,114.4458,114.3250,114.3250,46269
2021-07-29 14:45:00,114.3089,114.4015,114.2445,114.3894,37845
2021-07-29 14:30:00,114.3250,114.3492,114.2606,114.3089,46669
2021-07-29 14:15:00,114.4619,114.4700,114.3210,114.3411,38577
2021-07-29 14:00:00,114.5344,114.5424,114.4261,114.4619,45111
2021-07-29 13:45:00,114.6230,114.6391,114.4780,114.5263,37295
2021-07-29 13:30:00,114.4740,114.6374,114.4701,114.6353,46874
2021-07-29 13:15:00,114.2687,114.4861,114.2606,114.4700,99468
2021-07-29 13:00:00,114.3572,114.3733,114.1962,114.2687,95267
2021-07-29 12:45:00,114.5022,114.5102,114.3170,114.3894,97945
2021-07-29 12:30:00,114.4700,114.5746,114.4539,114.4949,37768
2021-07-29 12:15:00,114.4700,114.5022,114.4136,114.4801,28444
2021-07-29 12:00:00,114.4944,114.5344,114.4539,114.4619,24233
2021-07-29 11:45:00,114.4700,114.5183,114.4047,114.5022,37580
2021-07-29 11:30:00,114.4136,114.5746,114.3975,114.4941,57885
2021-07-29 11:15:00,114.6471,114.6632,114.3814,114.4136,59546
2021-07-29 11:00:00,114.5827,114.6874,114.4861,114.6471,55289
2021-07-29 10:45:00,114.3894,114.6391,114.3653,114.5787,37937
2021-07-29 10:30:00,114.3572,114.4619,114.3170,114.3975,47784
2021-07-29 10:15:00,114.5022,114.5787,114.3733,114.3733,33522
2021-07-29 10:00:00,114.7075,114.7075,114.4136,114.5263,60935
2021-07-29 09:45:00,114.9209,114.9370,114.3684,114.6632,91850
2021-07-29 09:30:00,114.6068,115.1141,114.6068,114.8967,161495
2021-07-29 09:15:00,114.6874,114.7437,114.6874,114.7437,4195
2021-07-29 09:00:00,114.5344,114.5344,114.5344,114.5344,209
2021-07-29 08:00:00,114.3411,114.6632,114.3411,114.3814,615
2021-07-28 18:15:00,114.2606,114.2606,114.2606,114.2606,104
2021-07-28 17:30:00,114.1559,114.1559,114.1559,114.1559,104
2021-07-28 17:00:00,114.2284,114.2284,114.2203,114.2203,732
2021-07-28 16:00:00,114.1559,114.3411,114.1559,114.3411,413701
2021-07-28 15:45:00,114.4015,114.4297,114.0955,114.1640,220393
2021-07-28 15:30:00,114.1720,114.4619,114.1720,114.3935,101478
2021-07-28 15:15:00,114.3733,114.3894,114.0512,114.1720,90457
2021-07-28 15:00:00,114.4458,114.5102,114.3331,114.3653,59887
2021-07-28 14:45:00,114.4055,114.5022,114.3089,114.4337,48075
2021-07-28 14:30:00,114.2928,114.3975,114.2203,114.3814,58721
2021-07-28 14:15:00,114.2526,114.3411,114.2284,114.2928,44552
2021-07-28 14:00:00,114.2203,114.3572,114.0512,114.2284,58443
2021-07-28 13:45:00,114.2848,114.3411,114.1881,114.2123,26383
2021-07-28 13:30:00,114.2928,114.3411,114.2435,114.2823,23563
2021-07-28 13:15:00,114.3170,114.3894,114.2606,114.2767,39254
2021-07-28 13:00:00,114.3975,114.3975,114.2364,114.3009,33257
2021-07-28 12:45:00,114.3089,114.4700,114.2968,114.4136,20051
2021-07-28 12:30:00,114.4619,114.4619,114.2767,114.2928,34983
2021-07-28 12:15:00,114.6068,114.6632,114.4297,114.4458,26242
2021-07-28 12:00:00,114.6793,114.6954,114.5827,114.6230,33635
2021-07-28 11:45:00,114.8565,114.9370,114.6310,114.6874,45483
2021-07-28 11:30:00,114.3747,114.9048,114.3747,114.8645,60569
2021-07-28 11:15:00,114.3492,114.4297,114.3009,114.3733,44604
2021-07-28 11:00:00,114.5424,114.5827,114.3089,114.3089,42355
2021-07-28 10:45:00,114.3939,114.5666,114.3411,114.5585,94949
2021-07-28 10:30:00,114.4458,114.6471,114.3733,114.3733,75600
2021-07-28 10:15:00,114.3009,114.5344,114.1801,114.4700,75847
2021-07-28 10:00:00,114.6954,114.7115,114.2784,114.3170,83859
2021-07-28 09:45:00,114.7276,114.8082,114.5263,114.7115,70666
2021-07-28 09:30:00,115.1544,115.2269,114.5505,114.7437,113017
2021-07-28 09:15:00,114.9450,115.1544,114.9450,115.1544,524
2021-07-28 09:00:00,114.4742,114.9698,114.4742,114.9698,314
2021-07-28 08:45:00,114.8323,115.1061,114.8323,115.1061,4921
2021-07-28 08:00:00,114.9450,114.9450,114.8323,114.8323,821
