timestamp,open,high,low,close,volume
2023-12-29 19:45:00,155.5881,155.8262,155.5120,155.5120,217
2023-12-29 19:30:00,155.5024,155.6929,155.5024,155.6929,106
2023-12-29 19:15:00,155.5881,155.5881,155.5024,155.5024,129
2023-12-29 19:00:00,155.7405,155.7405,155.5881,155.5977,689838
2023-12-29 18:45:00,155.5977,155.5977,155.5977,155.5977,5
2023-12-29 18:30:00,155.7405,155.7405,155.7405,155.7405,689832
2023-12-29 18:15:00,155.4739,155.5977,155.4739,155.5977,36
2023-12-29 18:00:00,155.4643,155.4643,155.4643,155.4643,44
2023-12-29 17:45:00,155.4548,155.6643,155.4548,155.4548,7
2023-12-29 17:30:00,155.4453,155.4453,155.4358,155.4358,5
2023-12-29 17:15:00,148.0201,155.7405,148.0201,155.4453,72
2023-12-29 17:00:00,155.6834,155.6834,155.6834,155.6834,3
2023-12-29 16:45:00,155.5024,155.6834,155.4358,155.6834,125
2023-12-29 16:30:00,155.4358,155.5120,155.4358,155.4358,167
2023-12-29 16:15:00,155.7405,155.7405,155.5024,155.5120,677
2023-12-29 16:00:00,155.7786,155.7786,155.3405,155.7405,2193540
2023-12-29 15:45:00,155.6548,155.8643,155.5120,155.7786,362791
2023-12-29 15:30:00,155.7595,155.7786,155.6548,155.6643,83530
2023-12-29 15:15:00,155.7215,155.7595,155.5739,155.7500,57618
2023-12-29 15:00:00,155.5881,155.7595,155.5120,155.7467,54374
2023-12-29 14:45:00,155.5024,155.6262,155.4834,155.5834,49212
2023-12-29 14:30:00,155.4929,155.5548,155.4739,155.5024,62197
2023-12-29 14:15:00,155.4453,155.5596,155.4405,155.4834,51131
2023-12-29 14:00:00,155.4263,155.4929,155.3786,155.4548,46969
2023-12-29 13:45:00,155.3882,155.4739,155.3405,155.3977,40927
2023-12-29 13:30:00,155.2548,155.4167,155.2548,155.3977,35192
2023-12-29 13:15:00,155.3405,155.3501,155.2045,155.2358,35466
2023-12-29 13:00:00,155.2644,155.4263,155.2358,155.3215,46012
2023-12-29 12:45:00,155.2071,155.3025,155.1596,155.2644,37644
2023-12-29 12:30:00,155.1596,155.2548,155.1311,155.2168,38935
2023-12-29 12:15:00,155.1121,155.1977,155.0549,155.1691,47471
2023-12-29 12:00:00,155.2834,155.3596,155.1215,155.1501,52806
2023-12-29 11:45:00,155.4739,155.5215,155.2739,155.2739,47943
2023-12-29 11:30:00,155.4739,155.5642,155.4072,155.4834,35643
2023-12-29 11:15:00,155.5977,155.6834,155.4167,155.4643,71050
2023-12-29 11:00:00,155.6167,155.6834,155.5786,155.6357,48952
2023-12-29 10:45:00,155.8929,155.8929,155.5405,155.5666,86085
2023-12-29 10:30:00,155.9572,155.9666,155.8548,155.8929,67833
2023-12-29 10:15:00,155.9643,155.9976,155.8833,155.9786,39503
2023-12-29 10:00:00,155.9881,156.0833,155.9214,155.9786,40943
2023-12-29 09:45:00,156.0434,156.0547,155.8072,156.0071,42339
2023-12-29 09:30:00,155.9309,156.3404,155.8976,156.0547,127333
2023-12-29 09:15:00,155.8727,156.0071,155.8727,156.0071,43
2023-12-29 09:00:00,155.7881,155.9786,155.7881,155.9786,61
2023-12-29 08:45:00,155.9786,156.1105,155.8167,155.9024,138
2023-12-29 08:30:00,155.9309,156.1690,155.9309,156.0738,32
2023-12-29 08:15:00,155.8643,155.9309,155.7881,155.9309,108
2023-12-29 08:00:00,156.1595,156.2166,155.7881,156.1690,102
2023-12-29 07:45:00,155.9786,155.9786,155.8643,155.8643,6
2023-12-29 07:30:00,156.0738,156.0738,155.8643,155.8643,12
2023-12-29 07:15:00,155.9214,155.9500,155.9214,155.9500,10
2023-12-29 07:00:00,156.0738,156.0738,155.6738,155.7024,358
2023-12-29 06:45:00,155.9405,155.9405,155.9309,155.9309,7
2023-12-29 06:30:00,156.0738,156.0738,156.0738,156.0738,1
2023-12-29 06:15:00,156.0928,156.0928,156.0928,156.0928,15
2023-12-29 05:15:00,155.6548,155.6548,155.6548,155.6548,43
2023-12-29 04:45:00,155.9309,156.0071,155.9309,155.9500,61
2023-12-29 04:30:00,155.9976,155.9976,155.9976,155.9976,4
2023-12-29 04:15:00,155.9595,155.9595,155.9595,155.9595,1
2023-12-28 19:45:00,156.0643,156.1690,155.9881,155.9881,504
2023-12-28 19:30:00,155.8929,156.0357,155.8929,156.0262,47
2023-12-28 19:15:00,156.0738,156.0738,155.8929,155.8929,11
2023-12-28 19:00:00,155.9309,156.0547,155.9309,156.0262,333911
2023-12-28 18:45:00,156.0738,156.0738,156.0738,156.0738,10
2023-12-28 18:30:00,155.9309,155.9309,155.9309,155.9309,333907
2023-12-28 18:15:00,156.1214,156.1214,156.1214,156.1214,1
2023-12-28 17:45:00,155.8833,155.8833,155.8833,155.8833,159
2023-12-28 17:30:00,156.1500,156.1500,155.9500,155.9500,74
2023-12-28 17:15:00,156.1500,156.1500,156.1500,156.1500,1
2023-12-28 17:00:00,155.9309,155.9309,155.8833,155.8833,2650
2023-12-28 16:45:00,155.9500,155.9500,155.9309,155.9309,11410
2023-12-28 16:30:00,155.9309,156.0547,155.8833,155.8833,51
2023-12-28 16:15:00,155.9309,156.1200,155.9214,156.1200,105
2023-12-28 16:00:00,155.9500,156.0547,155.7024,156.0547,1036090
2023-12-28 15:45:00,155.9976,156.0071,155.6834,155.9309,299028
2023-12-28 15:30:00,155.9976,156.0166,155.8357,156.0071,143536
2023-12-28 15:15:00,156.0071,156.1309,155.9500,155.9881,110639
2023-12-28 15:00:00,156.0214,156.0738,155.9500,156.0071,56367
2023-12-28 14:45:00,155.9595,156.0357,155.9405,156.0178,42075
2023-12-28 14:30:00,155.9500,156.0357,155.9024,155.9500,39708
2023-12-28 14:15:00,156.0262,156.0546,155.8988,155.9309,38433
2023-12-28 14:00:00,155.9690,156.0452,155.9500,156.0309,35102
2023-12-28 13:45:00,155.8833,156.0166,155.8833,155.9665,35241
2023-12-28 13:30:00,155.8833,156.0166,155.8452,155.8738,29450
2023-12-28 13:15:00,155.8738,155.9786,155.8643,155.8738,49866
2023-12-28 13:00:00,155.7785,155.8833,155.6643,155.8595,86484
2023-12-28 12:45:00,155.7310,155.7881,155.7215,155.7691,63842
2023-12-28 12:30:00,155.6548,155.7405,155.6357,155.7215,27226
2023-12-28 12:15:00,155.6834,155.7595,155.6548,155.6691,31685
2023-12-28 12:00:00,155.7405,155.7691,155.6643,155.6738,40300
2023-12-28 11:45:00,155.8072,155.8262,155.6929,155.7310,36358
2023-12-28 11:30:00,155.8929,155.9230,155.7459,155.7786,28433
2023-12-28 11:15:00,155.8072,155.9500,155.7786,155.9048,34698
2023-12-28 11:00:00,155.7881,155.8548,155.7405,155.8167,42821
2023-12-28 10:45:00,156.0375,156.1163,155.7786,155.7786,94433
2023-12-28 10:30:00,155.9747,156.0547,155.8929,156.0071,43713
2023-12-28 10:15:00,155.9452,156.0643,155.9405,155.9786,36107
2023-12-28 10:00:00,155.6834,156.0166,155.5977,155.9309,77723
2023-12-28 09:45:00,155.6976,155.9071,155.6453,155.6834,56222
2023-12-28 09:30:00,156.1309,156.1309,155.6548,155.6929,104961
2023-12-28 09:15:00,155.6119,156.0452,155.6119,156.0452,1565
2023-12-28 09:00:00,155.6262,155.8357,155.2541,155.7691,112
2023-12-28 08:45:00,155.7691,155.7691,155.4424,155.4424,43
2023-12-28 08:30:00,155.1977,155.6548,155.1977,155.6548,204
2023-12-28 08:15:00,155.6262,155.7691,155.4358,155.7127,16
2023-12-28 08:00:00,155.7215,155.8833,155.3310,155.6357,134
2023-12-28 07:45:00,155.5977,155.7691,155.5977,155.6357,40
2023-12-28 07:30:00,155.5310,155.6357,155.3786,155.6357,140
2023-12-28 07:15:00,155.6548,155.8643,155.6453,155.8072,133
2023-12-28 07:00:00,155.6643,155.7310,155.3310,155.7024,350
2023-12-28 06:45:00,155.4453,155.4453,155.4453,155.4453,2
2023-12-28 06:30:00,155.5215,155.5215,155.4453,155.4453,37
2023-12-28 06:00:00,155.6262,155.6357,155.6262,155.6357,7
2023-12-28 05:15:00,155.4072,155.4072,155.2929,155.3025,136
2023-12-28 05:00:00,155.3215,155.3215,155.3215,155.3215,5
2023-12-28 04:45:00,155.5120,155.5120,155.3215,155.3215,2
